SubscriptionPlan,AgeGroup,Login,WatchTimeMinutes,ContentPreference,Location,HouseholdSize,PrimaryDevice,PaymentSubscriptionPlan,BillingCycle,IsAutoRenew,TenureDays,DaysSinceLastActivity,TotalLogins,TotalWatchTime,AvgWatchTime,LoginFrequency,ActivityRatio,Actual_Churned,LR_Churn_Probability,XGB_Churn_Probability,LR_Prediction,XGB_Prediction,Segment,SegmentName,Strategy,Offer,Channel
Standard,51+,0,0,Documentaries,West,5,Smart TV,Standard,Annually,True,71,47,65,4903,53.87912087912088,0.9154929577464788,1.3541666666666667,0,0.00414755187392,2.793811e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,1,68,Sports,South,3,Mobile,Standard,Monthly,True,94,47,63,4954,54.43956043956044,0.6702127659574468,1.3125,0,0.0012211800885595,1.1688216e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,1,116,Documentaries,North,3,Mobile,Standard,Monthly,True,76,47,62,4806,52.81318681318681,0.8157894736842105,1.2916666666666667,0,0.0111861036708916,1.9823297e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,36-50,0,0,Movies,West,5,Tablet,Basic,Quarterly,True,114,47,45,1585,17.417582417582416,0.3947368421052631,0.9375,0,0.0003247430939535,2.6439184e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,0,0,Movies,East,3,Smart TV,Basic,Annually,True,106,47,44,1561,17.153846153846153,0.4150943396226415,0.9166666666666666,0,0.0004614233076893,9.313638e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,26,Sports,South,3,Mobile,Basic,Annually,True,118,47,38,1445,15.87912087912088,0.3220338983050847,0.7916666666666666,0,0.0001727615951991,5.8813135e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,1,57,Sports,South,5,Mobile,Basic,Annually,False,64,47,54,1872,20.571428571428573,0.84375,1.125,0,0.0142649811099548,3.3611016e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,1,55,Documentaries,East,3,Web Browser,Basic,Quarterly,False,86,77,27,1048,17.18032786885246,0.313953488372093,0.3461538461538461,0,0.9123165185878748,0.013447308,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Basic,51+,1,17,TV Shows,Central,4,Mobile,Basic,Monthly,True,106,47,47,1717,18.86813186813187,0.4433962264150943,0.9791666666666666,0,0.0008860237092039,9.25927e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,108,Documentaries,East,3,Tablet,Standard,Annually,True,106,47,67,5089,55.92307692307692,0.6320754716981132,1.3958333333333333,0,0.0003846310049565,4.400756e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,0,0,TV Shows,East,1,Smart TV,Basic,Annually,True,48,47,46,1714,18.83516483516484,0.9583333333333334,0.9583333333333334,0,0.2791439669515069,6.28153e-05,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,18-25,1,95,Sports,North,4,Web Browser,Premium,Annually,True,136,47,58,6622,72.76923076923077,0.4264705882352941,1.2083333333333333,0,3.59821281723178e-05,1.7752087e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,18-25,0,0,Documentaries,East,1,Tablet,Basic,Monthly,False,116,72,38,1419,21.5,0.3275862068965517,0.5205479452054794,0,0.0971772526032034,8.409009e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,0,0,TV Shows,East,2,Smart TV,Basic,Quarterly,True,69,47,46,1506,16.54945054945055,0.6666666666666666,0.9583333333333334,0,0.0418274211809232,6.416299e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,20,Documentaries,North,3,Web Browser,Basic,Monthly,True,96,47,45,1648,18.10989010989011,0.46875,0.9375,0,0.0043357988280001,1.0462731e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,14,Documentaries,Central,3,Mobile,Basic,Quarterly,True,92,47,53,1972,21.67032967032967,0.5760869565217391,1.1041666666666667,0,0.0019462374000933,1.4305141e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,18-25,1,105,Sports,North,4,Tablet,Premium,Monthly,False,110,59,57,7410,93.79746835443038,0.5181818181818182,0.95,0,0.0273004167090652,1.0565557e-06,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,51+,1,90,Sports,North,5,Tablet,Standard,Quarterly,True,69,47,68,5328,58.54945054945055,0.9855072463768116,1.4166666666666667,0,0.0170839914157196,6.669465e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,0,0,TV Shows,West,1,Smart TV,Basic,Monthly,True,117,47,43,1396,15.34065934065934,0.3675213675213675,0.8958333333333334,0,0.0001875029979577,3.7572695e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,48,Movies,South,4,Smart TV,Basic,Monthly,False,117,110,18,630,22.5,0.1538461538461538,0.1621621621621621,0,0.8635431469844307,0.00034031578,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Basic,26-35,0,0,Movies,North,4,Smart TV,Basic,Monthly,True,120,47,39,1224,13.45054945054945,0.325,0.8125,0,0.0001656737060343,9.357887e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,36-50,0,0,TV Shows,East,1,Smart TV,Basic,Annually,True,100,47,46,1714,18.83516483516484,0.46,0.9583333333333334,0,0.0013810466164438,8.614024e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,1,20,Movies,North,2,Mobile,Basic,Monthly,True,124,47,56,1795,19.725274725274726,0.4516129032258064,1.1666666666666667,0,5.301387314153085e-05,1.7136056e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,18-25,1,136,Documentaries,North,4,Tablet,Premium,Quarterly,True,70,47,69,7974,87.62637362637362,0.9857142857142858,1.4375,0,0.0486408401919298,1.2821708e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,36-50,1,119,TV Shows,East,2,Tablet,Premium,Annually,False,101,61,55,6608,85.81818181818181,0.5445544554455446,0.8870967741935484,0,0.1406643510417153,6.39666e-05,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,0,0,Sports,Central,4,Mobile,Basic,Quarterly,True,72,47,36,1169,12.846153846153848,0.5,0.75,0,0.0339068548404062,5.8193923e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,0,0,Movies,North,4,Smart TV,Basic,Monthly,True,53,47,39,1224,13.45054945054945,0.7358490566037735,0.8125,0,0.201798216550647,0.00020416694,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,18-25,0,0,Sports,North,4,Tablet,Premium,Monthly,False,135,59,57,7410,93.79746835443038,0.4222222222222222,0.95,0,0.0011197423555672,3.52324e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,1,59,TV Shows,West,4,Mobile,Basic,Monthly,True,127,47,48,1766,19.406593406593405,0.3779527559055118,1.0,0,4.534552208975903e-05,2.2269547e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,1,13,Sports,Central,3,Web Browser,Basic,Annually,True,118,47,50,1946,21.384615384615383,0.423728813559322,1.0416666666666667,0,0.0001604422192353,4.3243867e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,36-50,0,0,TV Shows,West,4,Web Browser,Basic,Monthly,True,87,47,39,1357,14.912087912087912,0.4482758620689655,0.8125,0,0.013559520765948,4.461576e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,1,76,Sports,North,3,Web Browser,Standard,Annually,True,66,47,71,5297,58.20879120879121,1.0757575757575757,1.4791666666666667,0,0.0138686343166841,1.0879611e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,36-50,1,68,Documentaries,North,3,Mobile,Standard,Annually,True,56,47,57,4435,48.73626373626374,1.0178571428571428,1.1875,0,0.103181382533371,9.891013e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,111,Sports,East,4,Smart TV,Standard,Quarterly,False,94,47,59,4411,48.472527472527474,0.6276595744680851,1.2291666666666667,0,0.0014475153084054,7.1984594e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,0,0,Sports,Central,4,Mobile,Basic,Quarterly,True,74,47,36,1169,12.846153846153848,0.4864864864864865,0.75,0,0.0274360547020746,4.3672426e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,44,Documentaries,East,1,Mobile,Basic,Monthly,True,132,47,38,1347,14.802197802197805,0.2878787878787879,0.7916666666666666,0,0.0001474539224306,3.160012e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,1,77,Documentaries,South,3,Mobile,Standard,Monthly,True,112,47,56,4150,45.604395604395606,0.5,1.1666666666666667,0,0.0003627495976255,1.5341607e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,36-50,0,0,Sports,North,4,Tablet,Premium,Quarterly,True,118,47,63,7882,86.61538461538461,0.5338983050847458,1.3125,0,0.0002625724519673,2.0945656e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,0,0,Movies,East,3,Smart TV,Basic,Annually,True,136,47,44,1561,17.153846153846153,0.3235294117647059,0.9166666666666666,0,1.6854258847559928e-05,3.0873737e-12,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,51+,0,0,Movies,North,3,Web Browser,Standard,Monthly,True,80,47,61,4883,53.65934065934066,0.7625,1.2708333333333333,0,0.0117991538063929,5.275645e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,0,0,TV Shows,North,5,Smart TV,Standard,Quarterly,True,99,47,57,4465,49.06593406593407,0.5757575757575758,1.1875,0,0.000584281441447,5.4365934e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,1,32,Documentaries,North,3,Web Browser,Basic,Monthly,True,78,47,45,1648,18.10989010989011,0.5769230769230769,0.9375,0,0.0306828198858802,1.5399037e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,26-35,1,118,Documentaries,North,3,Mobile,Premium,Monthly,True,96,47,56,6896,75.78021978021978,0.5833333333333334,1.1666666666666667,0,0.0047124082606578,3.7256967e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,36-50,1,118,Documentaries,North,1,Mobile,Standard,Monthly,True,57,47,70,5421,59.57142857142857,1.2280701754385963,1.4583333333333333,0,0.0774203314618222,0.0003324876,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,0,0,Sports,East,2,Smart TV,Standard,Monthly,False,125,81,41,2948,51.719298245614034,0.328,0.5,0,0.0748499995346613,8.788687e-12,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,0,0,TV Shows,Central,4,Mobile,Standard,Quarterly,True,120,47,67,5126,56.32967032967033,0.5583333333333333,1.3958333333333333,0,4.355230478366314e-05,4.749201e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,36-50,1,92,Sports,North,3,Tablet,Standard,Quarterly,True,128,47,56,4123,45.30769230769231,0.4375,1.1666666666666667,0,9.275902377862256e-05,2.3215879e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,36-50,1,139,Movies,Central,2,Smart TV,Premium,Monthly,False,82,67,51,6473,91.16901408450704,0.6219512195121951,0.75,0,0.8181004360896103,4.4655728e-05,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Basic,18-25,1,45,Sports,South,4,Smart TV,Basic,Quarterly,True,114,47,42,1521,16.714285714285715,0.3684210526315789,0.875,0,0.000295931583881,5.3406785e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,0,0,Sports,South,2,Web Browser,Standard,Annually,True,78,47,64,5125,56.31868131868132,0.8205128205128205,1.3333333333333333,0,0.0061291568129614,9.885907e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,18-25,0,0,Sports,North,2,Smart TV,Basic,Annually,True,103,47,44,1574,17.296703296703296,0.4271844660194174,0.9166666666666666,0,0.0004937662683018,7.723671e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,1,40,Documentaries,South,3,Tablet,Basic,Monthly,True,94,68,40,1347,19.242857142857144,0.425531914893617,0.5797101449275363,0,0.3190726309441118,2.9200365e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,0,0,Movies,East,3,Smart TV,Standard,Monthly,True,92,47,64,4864,53.45054945054945,0.6956521739130435,1.3333333333333333,0,0.0013226123379384,4.0653636e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,0,0,Documentaries,North,1,Tablet,Basic,Monthly,True,89,47,46,1655,18.186813186813183,0.5168539325842697,0.9583333333333334,0,0.0103450969027718,4.078497e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,0,0,TV Shows,South,2,Tablet,Basic,Monthly,True,95,47,48,1532,16.835164835164836,0.5052631578947369,1.0,0,0.0024629444961456,7.145027e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,51+,1,36,TV Shows,Central,5,Smart TV,Standard,Annually,True,61,47,63,4744,52.13186813186813,1.0327868852459017,1.3125,0,0.0296483603193421,1.3386832e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,1,87,Sports,East,4,Web Browser,Standard,Quarterly,True,115,47,61,4198,46.13186813186813,0.5304347826086957,1.2708333333333333,0,0.0002409972050934,3.8851486e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,36-50,1,48,Documentaries,North,1,Mobile,Standard,Monthly,True,73,47,66,4605,50.604395604395606,0.9041095890410958,1.375,0,0.0161675777904049,2.430664e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,26-35,1,100,Documentaries,East,2,Smart TV,Premium,Quarterly,True,58,47,64,8054,88.50549450549451,1.103448275862069,1.3333333333333333,0,0.190324843242311,9.305638e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,36-50,0,0,Movies,East,2,Mobile,Standard,Monthly,True,100,47,59,4589,50.42857142857143,0.59,1.2291666666666667,0,0.001404824906885,1.9895186e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,18-25,1,44,Movies,West,3,Smart TV,Basic,Annually,True,96,47,51,1685,18.51648351648352,0.53125,1.0625,0,0.0007757999506644,1.3605684e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,51+,1,39,TV Shows,East,2,Mobile,Standard,Annually,True,132,47,65,5067,55.68131868131868,0.4924242424242424,1.3541666666666667,0,2.051457649180972e-05,1.1075397e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,36-50,0,0,TV Shows,Central,4,Web Browser,Standard,Monthly,True,69,47,67,5298,58.21978021978022,0.9710144927536232,1.3958333333333333,0,0.0269075046776522,7.972003e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,0,0,Movies,West,4,Smart TV,Standard,Annually,True,109,47,61,4791,52.64835164835165,0.5596330275229358,1.2708333333333333,0,8.753603770397049e-05,2.8260932e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,1,59,Documentaries,East,5,Web Browser,Basic,Quarterly,False,86,66,38,1428,19.83333333333333,0.4418604651162791,0.5671641791044776,0,0.5357505279086602,0.00012536274,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Basic,26-35,0,0,Sports,West,4,Smart TV,Basic,Monthly,True,132,47,44,1473,16.186813186813186,0.3333333333333333,0.9166666666666666,0,1.7002469468238977e-05,8.068157e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,57,Movies,South,4,Smart TV,Basic,Monthly,False,127,110,18,630,22.5,0.1417322834645669,0.1621621621621621,0,0.678372540008899,7.886905e-09,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Standard,18-25,1,69,Documentaries,East,3,Web Browser,Standard,Quarterly,True,84,47,66,5132,56.3956043956044,0.7857142857142857,1.375,0,0.0085571746157065,3.236207e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,36-50,0,0,Sports,East,1,Smart TV,Basic,Quarterly,False,81,47,46,1461,16.054945054945055,0.5679012345679012,0.9583333333333334,0,0.0114837022567028,2.0696822e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,0,0,Movies,North,2,Mobile,Basic,Monthly,True,127,47,56,1795,19.725274725274726,0.4409448818897638,1.1666666666666667,0,2.627809562715312e-05,2.0077993e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
